[DEBUG] main.cpp:25:main(): expectedPointsAmount = 100
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.000s | Y: -0.060m | X: 0.003 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.177

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.120s | Y: -0.040m | X: 0.039 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.137

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.130s | Y: -0.040m | X: 0.042 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.134

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.140s | Y: -0.040m | X: 0.045 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.131

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.150s | Y: -0.040m | X: 0.048 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.128

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.160s | Y: -0.040m | X: 0.051 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.126

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.170s | Y: -0.040m | X: 0.054 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.123

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.180s | Y: -0.040m | X: 0.057 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.120

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.190s | Y: -0.040m | X: 0.060 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.117

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.200s | Y: -0.040m | X: 0.063 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.114

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.210s | Y: -0.040m | X: 0.066 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.111

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.220s | Y: -0.040m | X: 0.069 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.109

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.230s | Y: -0.040m | X: 0.072 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.106

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.240s | Y: -0.040m | X: 0.075 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.103

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.250s | Y: -0.040m | X: 0.078 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.100

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.260s | Y: -0.040m | X: 0.081 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.098

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.270s | Y: -0.040m | X: 0.084 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.095

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.280s | Y: -0.040m | X: 0.087 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.092

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.290s | Y: -0.040m | X: 0.090 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.089

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.300s | Y: -0.040m | X: 0.093 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.087

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.310s | Y: -0.040m | X: 0.096 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.084

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.320s | Y: -0.040m | X: 0.099 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.081

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.330s | Y: -0.040m | X: 0.102 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.079

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.340s | Y: -0.040m | X: 0.105 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.076

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.350s | Y: -0.040m | X: 0.108 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.074

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.360s | Y: -0.040m | X: 0.111 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.071

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.370s | Y: -0.040m | X: 0.114 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.069

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.380s | Y: -0.040m | X: 0.117 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.066

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.390s | Y: -0.040m | X: 0.120 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.064

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.400s | Y: -0.040m | X: 0.123 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.062

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.410s | Y: -0.040m | X: 0.126 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.059

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.420s | Y: -0.040m | X: 0.129 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.057

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.430s | Y: -0.040m | X: 0.132 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.055

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.440s | Y: -0.040m | X: 0.135 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.053

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.450s | Y: -0.040m | X: 0.138 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.051

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.460s | Y: -0.040m | X: 0.141 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.049

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.470s | Y: -0.040m | X: 0.144 | VY: 0.026 | VX: 0.319 | AY: 0.000 | AX: 0.000 | distance = 0.047

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.480s | Y: -0.039m | X: 0.148 | VY: 0.052 | VX: 0.336 | AY: 0.000 | AX: 0.000 | distance = 0.045

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.490s | Y: -0.038m | X: 0.151 | VY: 0.078 | VX: 0.351 | AY: 0.000 | AX: 0.000 | distance = 0.043

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.500s | Y: -0.037m | X: 0.155 | VY: 0.103 | VX: 0.363 | AY: 0.000 | AX: 0.000 | distance = 0.040

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.510s | Y: -0.036m | X: 0.158 | VY: 0.127 | VX: 0.373 | AY: 0.000 | AX: 0.000 | distance = 0.038

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.520s | Y: -0.035m | X: 0.162 | VY: 0.151 | VX: 0.381 | AY: 0.000 | AX: 0.000 | distance = 0.035

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.530s | Y: -0.033m | X: 0.166 | VY: 0.174 | VX: 0.386 | AY: 0.000 | AX: 0.000 | distance = 0.033

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.540s | Y: -0.031m | X: 0.170 | VY: 0.195 | VX: 0.388 | AY: 0.000 | AX: 0.000 | distance = 0.031

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.550s | Y: -0.029m | X: 0.174 | VY: 0.215 | VX: 0.388 | AY: 0.000 | AX: 0.000 | distance = 0.029

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.560s | Y: -0.026m | X: 0.178 | VY: 0.234 | VX: 0.386 | AY: 0.000 | AX: 0.000 | distance = 0.028

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.570s | Y: -0.024m | X: 0.182 | VY: 0.252 | VX: 0.381 | AY: 0.000 | AX: 0.000 | distance = 0.027

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.580s | Y: -0.021m | X: 0.185 | VY: 0.267 | VX: 0.373 | AY: 0.000 | AX: 0.000 | distance = 0.026

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.590s | Y: -0.018m | X: 0.189 | VY: 0.281 | VX: 0.363 | AY: 0.000 | AX: 0.000 | distance = 0.026

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.600s | Y: -0.016m | X: 0.192 | VY: 0.293 | VX: 0.351 | AY: 0.000 | AX: 0.000 | distance = 0.027

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.610s | Y: -0.012m | X: 0.196 | VY: 0.303 | VX: 0.336 | AY: 0.000 | AX: 0.000 | distance = 0.029

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.620s | Y: -0.009m | X: 0.199 | VY: 0.311 | VX: 0.319 | AY: 0.000 | AX: 0.000 | distance = 0.030

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.630s | Y: -0.006m | X: 0.202 | VY: 0.318 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.033

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.640s | Y: -0.003m | X: 0.205 | VY: 0.322 | VX: 0.280 | AY: 0.000 | AX: 0.000 | distance = 0.035

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.650s | Y: 0.000m | X: 0.207 | VY: 0.324 | VX: 0.257 | AY: 0.000 | AX: 0.000 | distance = 0.037

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.660s | Y: 0.003m | X: 0.210 | VY: 0.323 | VX: 0.232 | AY: 0.000 | AX: 0.000 | distance = 0.040

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.670s | Y: 0.007m | X: 0.212 | VY: 0.321 | VX: 0.207 | AY: 0.000 | AX: 0.000 | distance = 0.042

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.680s | Y: 0.010m | X: 0.213 | VY: 0.317 | VX: 0.179 | AY: 0.000 | AX: 0.000 | distance = 0.045

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.690s | Y: 0.013m | X: 0.215 | VY: 0.310 | VX: 0.151 | AY: 0.000 | AX: 0.000 | distance = 0.047

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.700s | Y: 0.016m | X: 0.216 | VY: 0.302 | VX: 0.121 | AY: 0.000 | AX: 0.000 | distance = 0.049

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.710s | Y: 0.019m | X: 0.217 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.051

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.720s | Y: 0.022m | X: 0.218 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.053

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.730s | Y: 0.025m | X: 0.219 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.055

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.740s | Y: 0.028m | X: 0.220 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.057

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.750s | Y: 0.031m | X: 0.221 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.059

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.760s | Y: 0.033m | X: 0.222 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.062

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.770s | Y: 0.036m | X: 0.223 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.064

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.780s | Y: 0.039m | X: 0.224 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.066

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.790s | Y: 0.042m | X: 0.224 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.069

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.800s | Y: 0.045m | X: 0.225 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.071

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.810s | Y: 0.048m | X: 0.226 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.074

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.820s | Y: 0.051m | X: 0.227 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.077

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.830s | Y: 0.054m | X: 0.228 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.079

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.840s | Y: 0.057m | X: 0.229 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.082

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.850s | Y: 0.060m | X: 0.230 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.085

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.860s | Y: 0.063m | X: 0.231 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.087

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.870s | Y: 0.066m | X: 0.232 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.090

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.880s | Y: 0.068m | X: 0.233 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.093

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.890s | Y: 0.071m | X: 0.234 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.096

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.900s | Y: 0.074m | X: 0.234 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.098

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.910s | Y: 0.077m | X: 0.235 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.101

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.920s | Y: 0.080m | X: 0.236 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.104

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.930s | Y: 0.083m | X: 0.237 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.107

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.940s | Y: 0.086m | X: 0.238 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.110

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.950s | Y: 0.089m | X: 0.239 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.112

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.960s | Y: 0.092m | X: 0.240 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.115

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.970s | Y: 0.095m | X: 0.241 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.118

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.980s | Y: 0.098m | X: 0.242 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.121

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.990s | Y: 0.100m | X: 0.243 | VY: 0.291 | VX: 0.091 | AY: 0.000 | AX: 0.000 | distance = 0.124

[DEBUG] physicalModel.cpp:93:calculateModel(): amountPoints = 100
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.000s | Y: -0.030m | X: 0.003 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.170

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.010s | Y: -0.030m | X: 0.006 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.167

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.020s | Y: -0.030m | X: 0.009 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.164

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.030s | Y: -0.030m | X: 0.012 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.161

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.040s | Y: -0.030m | X: 0.015 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.158

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.050s | Y: -0.030m | X: 0.018 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.155

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.060s | Y: -0.030m | X: 0.021 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.152

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.070s | Y: -0.030m | X: 0.024 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.149

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.080s | Y: -0.030m | X: 0.027 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.146

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.090s | Y: -0.030m | X: 0.030 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.143

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.100s | Y: -0.030m | X: 0.033 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.140

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.110s | Y: -0.030m | X: 0.036 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.137

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.120s | Y: -0.030m | X: 0.039 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.134

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.130s | Y: -0.030m | X: 0.042 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.131

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.140s | Y: -0.030m | X: 0.045 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.129

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.150s | Y: -0.030m | X: 0.048 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.126

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.160s | Y: -0.030m | X: 0.051 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.123

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.170s | Y: -0.030m | X: 0.054 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.120

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.180s | Y: -0.030m | X: 0.057 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.117

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.190s | Y: -0.030m | X: 0.060 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.114

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.200s | Y: -0.030m | X: 0.063 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.111

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.210s | Y: -0.030m | X: 0.066 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.108

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.220s | Y: -0.030m | X: 0.069 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.105

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.230s | Y: -0.030m | X: 0.072 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.102

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.240s | Y: -0.030m | X: 0.075 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.100

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.250s | Y: -0.030m | X: 0.078 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.097

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.260s | Y: -0.030m | X: 0.081 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.094

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.270s | Y: -0.030m | X: 0.084 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.091

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.280s | Y: -0.030m | X: 0.087 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.088

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.290s | Y: -0.030m | X: 0.090 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.085

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.300s | Y: -0.030m | X: 0.093 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.083

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.310s | Y: -0.030m | X: 0.096 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.080

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.320s | Y: -0.030m | X: 0.099 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.077

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.330s | Y: -0.030m | X: 0.102 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.074

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.340s | Y: -0.030m | X: 0.105 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.072

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.350s | Y: -0.030m | X: 0.108 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.069

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.360s | Y: -0.030m | X: 0.111 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.066

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.370s | Y: -0.030m | X: 0.114 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.064

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.380s | Y: -0.030m | X: 0.117 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.061

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.390s | Y: -0.030m | X: 0.120 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.058

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.400s | Y: -0.030m | X: 0.123 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.056

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.410s | Y: -0.030m | X: 0.126 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.053

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.420s | Y: -0.030m | X: 0.129 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.051

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.430s | Y: -0.030m | X: 0.132 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.048

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
